# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-6867
# Selected columns: 6 (all)
# Timestamp: Tue, 08-Oct-2024 22:39:20
Gene ID	Gene Name	ARH77	Daudi	NAMALWA	Raji	Ramos	Toledo
ENSG00000243303	ENSG00000243303	0.5		0.1	0.2	0.1	
ENSG00000243304	ENSG00000243304	0.6	3.0	1.0	0.6	3.0	1.0
ENSG00000243305	ENSG00000243305	0.4		0.2	0.3		
ENSG00000243307	POM121L6P	0.1					
ENSG00000243312	ENSG00000243312	0.5	0.4	0.5	0.3	0.3	0.8
ENSG00000243313	RN7SL285P	0.4	0.2			0.1	
ENSG00000243317	STMP1	37.0	52.0	60.0	58.0	88.0	78.0
ENSG00000243319	FGF14-IT1			0.1			
ENSG00000243323	PTPRVP	0.2	0.9	0.2		0.8	
ENSG00000243333	RN7SL174P						0.1
ENSG00000243335	KCTD7	8.0	27.0	15.0	11.0	27.0	10.0
ENSG00000243338	RN7SL307P					0.1	0.1
ENSG00000243339	RN7SL738P	2.0	2.0	3.0	2.0	1.0	1.0
ENSG00000243353	RPS29P19	0.8		0.3	0.2		
ENSG00000243355	ENSG00000243355			0.4		0.3	
ENSG00000243364	EFNA4	11.0	23.0	20.0	19.0	9.0	33.0
ENSG00000243368	MCCC1-AS1	0.4	0.6	0.3	0.5	0.4	0.5
ENSG00000243370	RN7SL775P	0.1	0.4	0.2		0.1	0.1
ENSG00000243373	RN7SL173P				0.3	0.1	
ENSG00000243385	ENSG00000243385	0.2	0.2				
ENSG00000243388	RPL3P3		0.1		0.1		
ENSG00000243389	ENSG00000243389	0.4	0.8	0.4	2.0	1.0	0.5
ENSG00000243396	RPL32P7	0.7	0.3			0.1	
ENSG00000243402	ENSG00000243402				0.1		0.1
ENSG00000243403	ENSG00000243403	0.4	2.0	1.0	2.0	0.9	1.0
ENSG00000243404	RPL35AP32	0.8	1.0	0.5	2.0	1.0	0.5
ENSG00000243406	MRPS31P5	0.8	0.5	0.7	0.6	1.0	0.7
ENSG00000243414	TICAM2	0.2			0.1		
ENSG00000243415	ENSG00000243415	0.5					
ENSG00000243417	RPS3AP18	2.0	0.7	0.6	1.0	1.0	
ENSG00000243422	RPL23AP49	0.2	0.3				
ENSG00000243423	ENSG00000243423			0.4		0.2	
ENSG00000243429	OR7E29P	0.1			0.1		
ENSG00000243431	RPL5P30	0.4	0.7	0.1	0.3	0.9	0.2
ENSG00000243433	ENSG00000243433	0.4	0.2	0.4	0.5	0.9	0.2
ENSG00000243437	RN7SL370P		0.2		0.2		0.3
ENSG00000243444	ENSG00000243444	0.1	0.4	0.1	0.1	0.9	
ENSG00000243445	ENSG00000243445		0.1	0.1	0.1	0.4	
ENSG00000243449	C4orf48	65.0	22.0	4.0	21.0	51.0	65.0
ENSG00000243455	RPS18P13	0.1				0.1	
ENSG00000243466	IGKV1-5	0.1	6.0	1.0			
ENSG00000243468	INGX	0.1					
ENSG00000243469	RPL7P51		0.4				
ENSG00000243477	NAA80	4.0	16.0	6.0	12.0	7.0	7.0
ENSG00000243478	AOX2P			0.4			0.2
ENSG00000243479	MNX1-AS1	0.4	20.0	1.0	4.0	3.0	5.0
ENSG00000243483	ENSG00000243483		0.1				0.1
ENSG00000243488	RN7SL337P	0.2	0.2				
ENSG00000243491	ENSG00000243491		1.0	0.1			0.5
ENSG00000243495	GMFBP1	1.0	1.0	0.2	0.4	0.9	0.4
ENSG00000243498	UBA52P5	0.4	0.5	0.2		0.7	0.4
ENSG00000243501	ENSG00000243501	0.1					
ENSG00000243504	RPS23P1		0.1	0.1			
ENSG00000243508	DNAJB6P7				0.1		
ENSG00000243514	RPL32P33	0.1					
ENSG00000243517	ENSG00000243517	1.0	2.0	0.7	2.0	2.0	1.0
ENSG00000243519	IGLVIVOR22-2	0.3	0.5	0.5			0.2
ENSG00000243532	RN7SL19P	0.3	1.0	0.5	0.7	0.6	
ENSG00000243537	RPL32P20		0.1				
ENSG00000243538	RPS26P28	0.5	0.1				
ENSG00000243539	RN7SL649P				0.5		
ENSG00000243544	RN7SL172P	4.0	2.0	2.0	3.0	1.0	1.0
ENSG00000243546	RN7SL108P			0.4			
ENSG00000243547	HNRNPKP4	13.0	18.0	16.0	14.0	20.0	24.0
ENSG00000243554	ENSG00000243554	13.0	12.0	16.0	13.0	17.0	11.0
ENSG00000243560	RN7SL364P	1.0		0.4	0.7		
ENSG00000243562	RN7SL838P					0.4	
ENSG00000243566	UPK3B				0.1		
ENSG00000243568	ENSG00000243568	0.1					
ENSG00000243574	ENSG00000243574	0.1		0.1			
ENSG00000243592	RPL17P22	0.1		0.2	0.2	0.1	0.3
ENSG00000243607	RPL35AP26	0.4				0.1	0.1
ENSG00000243609	RPS2P44					0.2	
ENSG00000243613	ENSG00000243613	0.2					0.2
ENSG00000243620	ENSG00000243620	0.1		0.4			
ENSG00000243621	ENSG00000243621		0.6				
ENSG00000243629	LINC00880	0.1	0.2	0.1		0.2	
ENSG00000243646	IL10RB	3.0	0.7	2.0	0.5	3.0	3.0
ENSG00000243648	ENSG00000243648	0.2	0.3	0.2			0.1
ENSG00000243649	CFB	0.1	0.1	0.1	0.1	0.2	0.1
ENSG00000243650	RN7SL834P	4.0	5.0	1.0	2.0	0.8	1.0
ENSG00000243659	ENSG00000243659	0.7	0.2	0.4	0.8	2.0	0.9
ENSG00000243660	ZNF487	1.0	3.0	2.0	4.0	1.0	1.0
ENSG00000243663	RPS4XP14	0.1	0.2	0.1	0.2	0.2	0.5
ENSG00000243667	WDR92	6.0	7.0	7.0	5.0	15.0	8.0
ENSG00000243669	RPL34P23					0.1	
ENSG00000243674	OR7E66P	0.1					0.1
ENSG00000243675	RPL35AP9	0.1				0.1	
ENSG00000243678	NME2	44.0	38.0	50.0	47.0	31.0	50.0
ENSG00000243679	ENSG00000243679	13.0	16.0	12.0	13.0	31.0	17.0
ENSG00000243680	RPL37P23	8.0	8.0	7.0	6.0	4.0	14.0
ENSG00000243687	RPL35AP10	0.3		0.2	0.3	0.1	0.4
ENSG00000243694	LINC02027	0.1					
ENSG00000243696	ENSG00000243696	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000243697	ENSG00000243697	0.2	0.1	0.3	0.3	2.0	0.4
ENSG00000243701	DUBR	2.0	9.0	4.0	3.0	3.0	1.0
ENSG00000243702	RN7SL638P				0.1		
ENSG00000243704	RN7SL105P	0.2					0.1
ENSG00000243705	ENSG00000243705		0.3			0.3	
ENSG00000243708	PLA2G4B	0.1			0.1	0.1	
ENSG00000243709	LEFTY1	0.1					
ENSG00000243710	CFAP57	0.1	0.1	0.1	0.1		
ENSG00000243711	RPL21P116			0.1			
ENSG00000243716	NPIPB5	0.2	0.6	0.6	0.6	1.0	0.3
ENSG00000243725	TTC4	4.0	4.0	5.0	4.0	5.0	4.0
ENSG00000243730	RPL29P3				0.1		
ENSG00000243738	RN7SL181P	1.0	2.0	0.9	0.7	4.0	0.9
ENSG00000243742	RPLP0P2	0.1	0.1	0.1	0.2		
ENSG00000243746	EEF1A1P10	0.3		0.3		0.2	0.2
ENSG00000243749	TMEM35B	3.0	1.0	2.0	0.9	0.9	1.0
ENSG00000243753	HLA-L	5.0	7.0	0.7	3.0	1.0	1.0
ENSG00000243759	ST13P15	0.3	0.3	0.6	0.6	0.5	0.5
ENSG00000243761	RPL32P4						0.1
ENSG00000243766	HOTTIP			0.1			0.2
ENSG00000243770	RN7SL65P	0.3		0.2		0.1	
ENSG00000243771	ENSG00000243771						0.1
ENSG00000243777	ENSG00000243777	0.5	0.1	0.1		0.2	0.1
ENSG00000243779	ENSG00000243779	0.1	0.3	0.2			
ENSG00000243780	ENSG00000243780		0.1			0.1	
ENSG00000243782	RN7SL78P	0.7				0.7	
ENSG00000243789	JMJD7	0.2	0.1	0.2	0.1	0.1	0.1
ENSG00000243794	SNRPCP10						0.2
ENSG00000243795	LINC02044	0.1	0.3	0.2	0.2	0.4	0.1
ENSG00000243797	ENSG00000243797	0.2					
ENSG00000243802	ENSG00000243802	0.4	0.3	0.4	0.1		0.6
ENSG00000243806	RPL7P18	0.4	0.4	0.1			
ENSG00000243811	APOBEC3D	8.0	2.0	1.0	2.0	2.0	0.1
ENSG00000243819	RN7SL832P	2.0	2.0	2.0	3.0	2.0	0.5
ENSG00000243824	RPL12P6	1.0	0.7	0.4	0.6	0.2	1.0
ENSG00000243829	ENSG00000243829	0.6	2.0	0.3	0.5	1.0	0.5
ENSG00000243830	ENSG00000243830	0.2	0.1	0.3	0.2	0.2	0.3
ENSG00000243831	ENSG00000243831	0.2					
ENSG00000243836	WDR86-AS1		0.6	5.0		3.0	4.0
ENSG00000243844	RPL17P33		0.1				0.1
ENSG00000243845	RN7SL30P				0.2		
ENSG00000243849	CFAP44-AS1		0.2		0.2		
ENSG00000243854	RN7SL67P						0.2
ENSG00000243859	RPL5P17	8.0	10.0	8.0	9.0	9.0	6.0
ENSG00000243871	RN7SL487P	0.3	0.2		0.4	0.1	
ENSG00000243883	RN7SL419P			0.5	0.4	0.4	0.4
ENSG00000243894	RPS3AP16	0.1	0.1			0.2	
ENSG00000243896	OR2A7	0.2					
ENSG00000243900	RN7SL320P	0.2		0.2			
ENSG00000243904	RPSAP5		0.1			0.1	0.2
ENSG00000243910	TUBA4B	0.3	1.0	0.5	1.0	1.0	
ENSG00000243915	THAP12P2					0.1	
ENSG00000243918	EIF4BP8	0.1		0.1	0.1	0.1	0.1
ENSG00000243926	TIPARP-AS1	0.6	2.0	0.9	1.0	3.0	0.5
ENSG00000243927	MRPS6	26.0	35.0	45.0	46.0	26.0	55.0
ENSG00000243943	ZNF512	19.0	20.0	27.0	19.0	17.0	23.0
ENSG00000243954	RN7SL743P		0.2	0.3			
ENSG00000243959	RN7SL684P				0.5	1.0	
ENSG00000243960	ENSG00000243960	1.0	1.0	1.0	2.0	2.0	1.0
ENSG00000243964	RPL23AP65	2.0	5.0	3.0	3.0	4.0	4.0
ENSG00000243967	NBPF5P						0.1
ENSG00000243968	RN7SL402P					0.3	
ENSG00000243969	ENSG00000243969				0.1	0.2	
ENSG00000243970	PPIEL	0.4	0.8	0.2	0.5	3.0	0.3
ENSG00000243974	VTI1BP1		0.1				
ENSG00000243976	RN7SL523P			0.2			
ENSG00000243977	H3P13			0.1	0.1	0.2	0.1
ENSG00000243978	RTL9	0.1	0.1				
ENSG00000243979	ENSG00000243979	0.1	0.3		0.1	0.2	0.2
ENSG00000243986	ENO1P3	0.1					
ENSG00000243988	RPS24P17		0.1				
ENSG00000243989	ACY1	0.5	0.6	1.0	1.0	1.0	1.0
ENSG00000244004	RPS3AP19	0.1					
ENSG00000244005	NFS1	14.0	12.0	16.0	18.0	10.0	27.0
ENSG00000244009	B3GAT3P1	0.1	0.3			0.3	
ENSG00000244018	RPL35P6						0.1
ENSG00000244019	RPS2P24		0.1				
ENSG00000244020	MT1HL1						0.2
ENSG00000244021	ENSG00000244021			0.1	0.2	0.1	
ENSG00000244026	FAM86DP	3.0	11.0	8.0	14.0	3.0	8.0
ENSG00000244036	ENSG00000244036			0.1		0.1	
ENSG00000244038	DDOST	477.0	315.0	408.0	523.0	249.0	324.0
ENSG00000244039	ENSG00000244039	0.7	1.0	4.0	1.0		0.2
ENSG00000244040	IL12A-AS1	0.2					
ENSG00000244041	LINC01011	0.2	0.3	0.1	0.2	0.4	
ENSG00000244043	RPS27P27				0.2		
ENSG00000244045	TMEM199	8.0	8.0	11.0	9.0	13.0	15.0
ENSG00000244050	DEFB109F			0.2		0.1	0.3
ENSG00000244052	RPL5P24	0.2	0.1		0.1		
ENSG00000244053	RPL13AP2	0.3	0.1			0.2	0.1
ENSG00000244055	ENSG00000244055	1.0	2.0	0.4	1.0	1.0	0.9
ENSG00000244060	RPS2P41	0.2				0.1	
ENSG00000244061	ENSG00000244061	0.3	0.1				0.1
ENSG00000244063	ENSG00000244063	1.0	2.0	0.9	3.0	3.0	0.3
ENSG00000244071	RPL9P33					0.1	0.1
ENSG00000244073	RPS4XP6	0.2	0.3	0.2	0.3	0.2	0.4
ENSG00000244076	ENSG00000244076	0.3	0.3			0.8	0.3
ENSG00000244080	RN7SL833P	0.2		0.4	0.3	0.1	
ENSG00000244086	ENSG00000244086	0.3	0.4	0.3	0.3	2.0	
ENSG00000244094	SPRR2F				0.4		
ENSG00000244097	RPS4XP17	0.2	0.2	0.1	0.3	0.1	0.2
ENSG00000244101	HMGN1P10						0.1
ENSG00000244113	ENSG00000244113			0.1			
ENSG00000244116	IGKV2-28			0.5	0.3	0.1	0.3
ENSG00000244119	PDCL3P4	1.0	1.0	0.6	0.6	0.8	0.6
ENSG00000244124	ATP1B3-AS1	2.0	5.0	3.0	3.0	1.0	2.0
ENSG00000244131	RPSAP51			0.2	0.2	0.2	
ENSG00000244134	RPS12P20	0.2		0.7	0.5	0.1	0.2
ENSG00000244139	RN7SL397P	0.2				0.3	
ENSG00000244144	ENSG00000244144	0.1					0.1
ENSG00000244146	ENSG00000244146	0.1			0.3		0.1
ENSG00000244151	ENSG00000244151	0.4	0.6	0.8	0.7	1.0	0.4
ENSG00000244153	WWP1P1	0.2	0.1	0.1	0.1	0.1	0.2
ENSG00000244157	EIF4E2P2	0.1	0.3	0.1	0.3	0.7	0.1
ENSG00000244158	CALHM6-AS1		0.2		0.3		
ENSG00000244159	RPS27AP13	0.2			0.4	0.1	
ENSG00000244161	FLNB-AS1	0.1	0.2	0.1	0.3	0.1	0.1
ENSG00000244165	P2RY11	13.0	9.0	14.0	16.0	26.0	8.0
ENSG00000244167	ENSG00000244167		0.3	0.4			0.2
ENSG00000244176	ENSG00000244176				0.1		
ENSG00000244183	PPIAP71	0.1					0.2
ENSG00000244184	ENSG00000244184	0.8	3.0	2.0	7.0	2.0	0.4
ENSG00000244187	TMEM141	32.0	44.0	42.0	29.0	12.0	32.0
ENSG00000244192	ENSG00000244192	0.4	0.3	0.5	0.1	0.5	0.3
ENSG00000244198	ARHGEF35-AS1	0.4					
ENSG00000244199	EIF4EP3						0.1
ENSG00000244203	FOXP1-AS1		0.3	0.6	0.3	1.0	0.4
ENSG00000244217	RPS4XP10	0.1					0.3
ENSG00000244218	RN7SL81P	2.0	3.0	1.0	2.0	1.0	1.0
ENSG00000244219	TMEM225B	0.7	0.5	1.0	0.3	0.6	0.6
ENSG00000244229	RPL26P35	0.2		0.2	0.3		0.4
ENSG00000244230	RN7SL151P		0.2				0.2
ENSG00000244232	RN7SL698P					0.2	
ENSG00000244235	ENSG00000244235	0.1					
ENSG00000244245	ENSG00000244245	30.0	56.0	35.0	40.0	38.0	28.0
ENSG00000244247	LINC01995			0.1			0.2
ENSG00000244251	ENSG00000244251		0.2				
ENSG00000244256	RN7SL130P	3.0	0.3	0.8	0.8	2.0	1.0
ENSG00000244265	SIAH2-AS1	2.0	0.8	0.2	1.0	2.0	
ENSG00000244266	ENSG00000244266					0.1	
ENSG00000244267	RPL34P22		0.5	0.2	0.3		
ENSG00000244268	ENSG00000244268	0.9				0.9	0.6
ENSG00000244274	DBNDD2	0.1			0.1		0.1
ENSG00000244296	RN7SL168P					0.1	
ENSG00000244300	GATA2-AS1	0.1					
ENSG00000244301	AOX3P			0.3			0.1
ENSG00000244302	PEX5L-AS2			0.1	0.1		
ENSG00000244306	DUXAP10	0.1	0.1	0.1	0.1		0.1
ENSG00000244307	RN7SL395P	0.5		0.3	0.1	0.7	0.5
ENSG00000244308	RN7SL762P		0.7	0.9		0.4	
ENSG00000244310	ENSG00000244310	0.3	0.1	0.1			
ENSG00000244313	ENSG00000244313	124.0	147.0	118.0	117.0	106.0	104.0
ENSG00000244314	RN7SL36P		0.4		0.1	0.3	
ENSG00000244321	LINC01326				0.1		
ENSG00000244327	ENSG00000244327	0.4	0.3	0.2	0.7	0.4	0.4
ENSG00000244328	RN7SL845P						0.2
ENSG00000244331	ENSG00000244331					0.1	
ENSG00000244332	ENSG00000244332	0.6	0.2	0.2	0.2	0.2	0.5
ENSG00000244335	RN7SL687P					0.1	
ENSG00000244342	LINC00698	16.0	0.3	0.9	2.0		
ENSG00000244345	ENSG00000244345	0.1					0.1
ENSG00000244346	ENSG00000244346	0.2	0.1	0.1	0.1	0.4	0.3
ENSG00000244357	RN7SL145P	0.3	0.7	0.7	0.9	0.7	1.0
ENSG00000244358	ENSG00000244358	0.6					
ENSG00000244363	RPL7P23	0.4	0.3	0.6	0.6	0.3	0.9
ENSG00000244371	PFN1P8		0.1				
ENSG00000244378	RPS2P45	0.1	0.1	0.1	0.2	0.1	0.1
ENSG00000244380	ENSG00000244380		0.3	0.3		0.4	
ENSG00000244381	SDHDP3		0.1	0.1		0.1	0.1
ENSG00000244383	FAM3D-AS1	0.1					
ENSG00000244389	RN7SL242P	0.2					
ENSG00000244391	RN7SL330P		0.3			0.1	
ENSG00000244398	ENSG00000244398	147.0	224.0	154.0	179.0	211.0	415.0
ENSG00000244405	ETV5	8.0	4.0	1.0	2.0	0.6	11.0
ENSG00000244411	KRTAP5-7				0.1		
ENSG00000244414	CFHR1	1.0					
ENSG00000244425	RN7SL268P	3.0	4.0	2.0	5.0	5.0	2.0
ENSG00000244432	RPL39P28	0.3	0.3			2.0	
ENSG00000244436	ENSG00000244436	0.3	0.7	1.0	0.5	0.2	0.3
ENSG00000244437	IGKV3-15			0.1	0.5		
ENSG00000244451	RPL34P21					0.5	
ENSG00000244459	ENSG00000244459	0.9	1.0	1.0		4.0	1.0
ENSG00000244462	RBM12	104.0	155.0	158.0	143.0	97.0	171.0
ENSG00000244468	ENSG00000244468	0.3	0.2	0.1			
ENSG00000244471	ENSG00000244471			0.1			0.1
ENSG00000244479	OR2A1-AS1	0.9			0.1		
ENSG00000244480	ENSG00000244480	0.4	0.1		0.1	0.1	0.6
ENSG00000244482	LILRA6	0.2		0.7	0.1		0.2
ENSG00000244485	RPL18P13	0.2	0.5		0.1		0.2
ENSG00000244486	SCARF2	0.4	3.0	0.7	2.0		1.0
ENSG00000244490	RWDD4P1	0.7	2.0	2.0	2.0	2.0	3.0
ENSG00000244491	ENSG00000244491		0.1		0.3	0.2	
ENSG00000244493	SLC9A9-AS2	0.1		0.2	0.1		
ENSG00000244502	HDAC11-AS1	0.2		0.2		0.2	0.1
ENSG00000244509	APOBEC3C	288.0	306.0	48.0	97.0	125.0	89.0
ENSG00000244510	ENSG00000244510			0.2			
ENSG00000244512	RN7SL28P	0.3					
ENSG00000244513	ENSG00000244513	0.6	0.3	0.2	0.4	0.6	0.4
ENSG00000244515	KRT18P34	1.0	2.0	2.0	0.7	9.0	0.1
ENSG00000244527	ENSG00000244527	0.1	0.1	0.3	0.7	0.1	0.3
ENSG00000244528	SEPTIN14P2		0.3				
ENSG00000244534	RN7SL211P	0.5	0.2	0.2	0.3	1.0	0.1
ENSG00000244535	ENSG00000244535	0.1					0.1
ENSG00000244537	KRTAP4-2		0.1				
ENSG00000244538	ENSG00000244538	0.2	0.6	1.0	0.2		0.5
ENSG00000244541	LINC01213	0.1					0.1
ENSG00000244556	ODCP	0.9	0.7	1.0	0.9	1.0	1.0
ENSG00000244558	KCNK15-AS1	2.0	3.0	5.0	0.8	1.0	0.6
ENSG00000244560	ENSG00000244560	0.4	0.7	0.3	0.5	0.6	0.3
ENSG00000244573	RPL30P11	0.1		0.1		0.3	
ENSG00000244575	IGKV1-27	0.1	2.0	0.7	0.5		
ENSG00000244582	RPL21P120	0.8	0.5	0.4	0.5	0.5	0.4
ENSG00000244585	RPL12P33	0.2	0.1				0.3
ENSG00000244586	WNT5A-AS1	3.0	10.0	11.0	19.0		
ENSG00000244588	RAD21L1	0.1					
ENSG00000244593	ENSG00000244593		0.1		0.1	0.3	0.1
ENSG00000244604	ENSG00000244604		0.2		0.1	0.1	
ENSG00000244607	CCDC13	0.1					
ENSG00000244610	RN7SL756P	0.2					0.3
ENSG00000244617	ASPRV1	0.6	0.6	1.0	0.2	1.0	0.3
ENSG00000244618	RN7SL334P		0.4	0.2	0.3	0.1	
ENSG00000244623	OR2AE1		0.1			0.1	0.4
ENSG00000244625	MIATNB	3.0	5.0	4.0	2.0	6.0	3.0
ENSG00000244627	TPTEP2	3.0	0.7	1.0	2.0	3.0	0.7
ENSG00000244630	ENSG00000244630	0.1	0.3			0.1	0.1
ENSG00000244632	RN7SL863P					0.1	
ENSG00000244641	RPS26P43	0.2		0.2	0.1		0.3
ENSG00000244649	LINC02086	5.0	0.2				0.1
ENSG00000244652	ENSG00000244652	0.1					
ENSG00000244653	UBFD1P1	0.1					
ENSG00000244657	ENSG00000244657					0.3	
ENSG00000244668	SNRPCP3	0.6	0.1	1.0	0.6	0.3	2.0
ENSG00000244671	RN7SL280P		0.5	0.2		1.0	0.7
ENSG00000244675	ENSG00000244675	0.6	0.2			0.1	0.1
ENSG00000244676	ENSG00000244676	2.0	0.4	0.6	3.0	0.4	0.6
ENSG00000244681	MTHFD2P1	0.1					
ENSG00000244682	FCGR2C	3.0	0.9	0.6	0.3		0.1
ENSG00000244687	UBE2V1	2.0	2.0	2.0	2.0	4.0	2.0
ENSG00000244691	RPL10AP1	0.2	0.1	0.2	0.3	0.3	0.7
ENSG00000244692	RN7SL724P			0.4	0.1		
ENSG00000244701	ENSG00000244701	1.0		0.9	1.0	0.7	1.0
ENSG00000244710	RN7SL47P					0.4	0.3
ENSG00000244712	ENSG00000244712	0.5		0.1		0.2	0.2
ENSG00000244716	ENSG00000244716	1.0	1.0	2.0	2.0	2.0	2.0
ENSG00000244720	NT5C3AP2	0.1					0.1
ENSG00000244722	RPSAP29		0.1	0.1		0.1	
ENSG00000244723	ASLP1	1.0	0.5	0.5	0.6	0.9	0.4
ENSG00000244730	ENSG00000244730						0.3
ENSG00000244731	C4A		0.1				
ENSG00000244733	ENSG00000244733	0.2	0.4	0.4	1.0	0.4	0.3
ENSG00000244748	RN7SL153P	1.0		0.5	0.3	0.2	0.3
ENSG00000244752	CRYBB2	0.1	2.0	0.8	1.0	0.7	0.3
ENSG00000244754	N4BP2L2	13.0	8.0	12.0	6.0	6.0	11.0
ENSG00000244791	ENSG00000244791	0.2	0.5				
ENSG00000244879	GABPB1-AS1	3.0	6.0	5.0	5.0	19.0	2.0
ENSG00000244921	MTCYBP18	0.4	0.1	0.1	0.1	0.4	0.1
ENSG00000244926	ALKBH3-AS1	0.3	0.1		0.2	0.3	0.1
ENSG00000244932	ENSG00000244932	3.0	3.0	2.0	3.0	3.0	1.0
ENSG00000244945	RUFY1-AS1	0.4	0.5	0.4	0.4	0.2	0.2
ENSG00000244952	ENSG00000244952	0.1	0.1	0.8		0.5	0.2
ENSG00000244953	ENSG00000244953		0.1				
ENSG00000244998	ENSG00000244998	0.8					
ENSG00000245008	ENSG00000245008	0.1					
ENSG00000245017	LINC02453	0.2	0.8	0.7	0.1	0.8	0.9
ENSG00000245025	ENSG00000245025	0.8	1.0	1.0	0.6	0.6	0.3
ENSG00000245059	ENSG00000245059	0.3		0.2	0.4	0.3	0.1
ENSG00000245060	LINC00847	21.0	21.0	15.0	23.0	69.0	4.0
ENSG00000245080	MIR3150BHG	2.0	8.0	0.2	0.1	0.7	
ENSG00000245112	SMARCA5-AS1	0.2		0.1		0.1	0.1
ENSG00000245146	MALINC1	1.0	2.0	0.7	1.0	3.0	0.5
ENSG00000245148	ARAP1-AS2	0.3	0.2	0.2	0.2	0.2	0.1
ENSG00000245149	RNF139-AS1	0.6	0.6	0.4	0.8	2.0	0.4
ENSG00000245156	ENSG00000245156	0.6	0.4	0.4	0.3	0.5	0.2
ENSG00000245164	LINC00861	0.2	0.7				0.2
ENSG00000245205	EEF1A1P4	0.1	0.1	0.3	0.8	0.3	0.1
ENSG00000245213	ENSG00000245213	1.0	3.0	4.0	3.0	3.0	3.0
ENSG00000245248	USP2-AS1	1.0	4.0	2.0	3.0	0.8	0.5
ENSG00000245275	SAP30L-AS1	1.0	0.8	0.5	0.6	2.0	0.6
ENSG00000245281	ENSG00000245281	0.4	1.0	0.5	1.0	1.0	0.2
ENSG00000245293	CYP2U1-AS1		0.2			0.2	
ENSG00000245311	ARNTL2-AS1	0.2				0.2	0.2
ENSG00000245317	ENSG00000245317	1.0	2.0	0.8	1.0	8.0	0.6
ENSG00000245322	H2AZ1-DT	0.4	0.2	0.1	0.1	0.3	0.4
ENSG00000245330	ENSG00000245330		2.0	0.3	0.5	4.0	
ENSG00000245384	CXXC4-AS1	0.1					0.3
ENSG00000245466	ENSG00000245466	0.4	0.8	0.2	1.0	3.0	
ENSG00000245468	LINC02447	0.1	0.1	0.1		0.1	
ENSG00000245479	LINC01585	0.8	1.0	0.1	0.2	0.1	0.4
ENSG00000245482	ENSG00000245482						0.1
ENSG00000245498	ENSG00000245498	0.5	0.5	0.7	0.3	0.9	0.2
ENSG00000245522	LINC02709	0.8	0.6	0.7	1.0	2.0	0.7
ENSG00000245526	LINC00461	4.0	0.2				0.4
ENSG00000245532	NEAT1	15.0	11.0	4.0	7.0	12.0	0.4
ENSG00000245534	RORA-AS1	1.0	0.5	1.0	0.5	2.0	1.0
ENSG00000245552	ENSG00000245552	0.1	1.0	0.4	0.4	1.0	0.4
ENSG00000245556	SCAMP1-AS1	6.0	11.0	6.0	9.0	16.0	0.8
ENSG00000245571	FAM111A-DT	6.0	6.0	3.0	1.0	11.0	9.0
ENSG00000245573	BDNF-AS	1.0	0.6	0.3	0.6	0.4	1.0
ENSG00000245598	DACT3-AS1	0.2	0.1		0.1	0.2	0.1
ENSG00000245614	DDX11-AS1	0.9	7.0	2.0	4.0	161.0	0.3
ENSG00000245648	KLRK1-AS1	0.3	0.1	0.2		3.0	0.7
ENSG00000245651	ENSG00000245651		0.1			0.1	
ENSG00000245667	ENSG00000245667	0.1	0.5	0.2	0.3	0.4	0.2
ENSG00000245680	ZNF585B	3.0	0.3	5.0	3.0	1.0	6.0
ENSG00000245685	FRG1-DT	0.4	1.0	0.1	0.3	0.1	0.1
ENSG00000245694	CRNDE	12.0		11.0	8.0	66.0	
ENSG00000245711	NADK2-AS1	1.0	2.0	0.9	0.6	0.1	0.7
ENSG00000245719	ENSG00000245719		0.1	0.1		0.5	3.0
ENSG00000245748	ENSG00000245748	0.2		0.2	0.1	0.1	
ENSG00000245750	DRAIC				0.1		
ENSG00000245768	ENSG00000245768	0.1	0.1				
ENSG00000245812	LINC02202	0.2	3.0	7.0	2.0	0.8	1.0
ENSG00000245848	CEBPA	2.0		5.0		0.7	
ENSG00000245849	RAD51-AS1	5.0	2.0	2.0	4.0	18.0	2.0
ENSG00000245857	GS1-24F4.2		1.0	0.4		16.0	
ENSG00000245864	MEF2C-AS2	0.1				0.1	
ENSG00000245869	ENSG00000245869		2.0	0.4	0.7	0.2	
ENSG00000245888	NSMCE1-DT	0.3	0.7	0.2	0.5	0.7	0.1
ENSG00000245904	ENSG00000245904	0.9	1.0	0.6	0.6	2.0	0.4
ENSG00000245910	SNHG6	180.0	251.0	329.0	285.0	551.0	354.0
ENSG00000245928	SDAD1-AS1			0.1	0.1		
ENSG00000245937	LINC01184	24.0	32.0	16.0	16.0	35.0	17.0
ENSG00000245954	LINC02273		0.1	0.2		0.1	0.6
ENSG00000245958	SEPTIN7P14	4.0	4.0	4.0	3.0	5.0	9.0
ENSG00000245970	ENSG00000245970	3.0	3.0	3.0	3.0	2.0	3.0
ENSG00000245975	ENSG00000245975	0.3	0.6	0.5	2.0	0.8	0.1
ENSG00000246067	RAB30-DT	10.0	10.0	7.0	7.0	20.0	6.0
ENSG00000246082	NUDT16L2P	0.2					
ENSG00000246084	LINC02325	1.0					
ENSG00000246089	ENSG00000246089	9.0	14.0	7.0	7.0	36.0	2.0
ENSG00000246090	ENSG00000246090	0.2	0.2	0.2	0.1	0.5	0.2
ENSG00000246095	LINC01096	4.0					
